"subject" "activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.correlation...X.Z" "tBodyAcc.correlation...Y.Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.correlation...X.Z" "tGravityAcc.correlation...Y.Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.correlation...X.Z" "tBodyAccJerk.correlation...Y.Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.correlation...X.Z" "tBodyGyro.correlation...Y.Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.correlation...X.Z" "tBodyGyroJerk.correlation...Y.Z" "tBodyAccMag.arCoeff..3" "tBodyAccMag.arCoeff..4" "tGravityAccMag.arCoeff..3" "tGravityAccMag.arCoeff..4" "tBodyAccJerkMag.arCoeff..3" "tBodyAccJerkMag.arCoeff..4" "tBodyGyroMag.arCoeff..3" "tBodyGyroMag.arCoeff..4" "tBodyGyroJerkMag.arCoeff..3" "tBodyGyroJerkMag.arCoeff..4" "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.bandsEnergy...1.24.2" "fBodyAcc.bandsEnergy...25.48.2" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.bandsEnergy...1.24.2" "fBodyAccJerk.bandsEnergy...25.48.2" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.bandsEnergy...1.24.2" "fBodyGyro.bandsEnergy...25.48.2" "fBodyAccMag.skewness.." "fBodyAccMag.kurtosis.." "fBodyBodyAccJerkMag.skewness.." "fBodyBodyAccJerkMag.kurtosis.." "fBodyBodyGyroMag.skewness.." "fBodyBodyGyroMag.kurtosis.."
4 "2" 0.275380317327273 -0.011350455545 -0.108890124409091 -0.686048134818182 -0.115387716218182 0.178520610758182 0.920955746636364 0.0493625945713155 0.119744280127273 -0.982725949363636 -0.405215956356364 0.0863610850945455 0.07839705171 -0.00332317634790909 -0.00594145925709091 -0.605996968745455 0.194468586445091 0.198399972535455 -0.0398188265888182 -0.0802994065954546 0.0899234518754545 -0.714196264181818 0.0779834432425455 0.0124886740590909 -0.10697061455 -0.0404842403145455 -0.0523347534087273 -0.709413187 0.367295714622727 0.0299090985934545 -0.0224222066718182 -0.102868940483909 -0.0224222066718182 -0.102868940483909 -0.117317652401818 0.0221226966863636 0.0482801915209091 0.0933988421827273 -0.137255095659273 -0.137856982147273 -0.677057199090909 -0.493210223603636 -0.776813776454545 -0.690268229454545 -0.945820224727273 -0.988056879636364 -0.639775367727273 -0.581710209381818 -0.840884009272727 -0.607076454154545 -0.971594099 -0.989074387909091 -0.640295947545455 -0.815334416272727 -0.752470112363636 -0.738413280818182 -0.967711439909091 -0.972943945181818 -0.375935143763636 -0.647835114955455 -0.0735556570952727 -0.378604119262727 -0.142611861771818 -0.485711669645455
4 "3" 0.28026163960396 -0.00962852077217822 -0.100889188891089 -0.536671710366337 -0.0155760482970297 0.0478431940594059 0.952425841089109 -0.0697454279237624 0.158794263891089 -0.965044728613861 -0.367994341366337 0.31755573999604 0.0832952603673267 -0.00110878902686139 -0.0149969839809901 -0.604198348918911 0.131434351079208 0.18575106750495 -0.0628105280316832 -0.0656466180247525 0.0683014033623762 -0.669341958990099 0.319055452317822 -0.121228137375842 -0.0981882611683168 -0.0410989845356436 -0.0491681539471287 -0.702963311386139 0.372287694128713 -0.112973831883465 -0.071362703499901 0.0359315763990099 -0.071362703499901 0.0359315763990099 -0.146692015659406 0.0207780643113861 0.0882974210326733 -0.0254061659018812 -0.0485947800792079 -0.0891177690227723 -0.571946812138614 -0.550960933227723 -0.736958286237624 -0.525285797312871 -0.930925021386139 -0.972461684851485 -0.611117731963366 -0.596924067852475 -0.797233591683168 -0.633770587369307 -0.95840851039604 -0.97358732980198 -0.609103398758416 -0.849754136138614 -0.649302229168317 -0.690785975277228 -0.948760471485149 -0.887136211089109 -0.274896111150495 -0.550663147219802 -0.321024136307921 -0.636677150287129 -0.239493155766931 -0.575038460821782
5 "1" 0.273646262787879 -0.0250564332345455 -0.107716300252525 -0.529066788538384 0.0343882734653535 0.100504832039394 0.190809648080808 0.375303002525253 0.127464219879091 -0.949438545656566 -0.0641063053434343 -0.0363212081919192 0.0823135501010101 0.0105787104848485 -0.0137463608819192 -0.62277926620202 -0.0177867019393939 0.0417172295161616 0.00726198182616161 -0.0975907155020202 0.104135235682828 -0.724959788585859 -0.194716202940404 -0.0891884958575758 -0.121538684434343 -0.0478245875277778 -0.062598169289899 -0.66145941330303 0.00775291916253535 0.0313964312686869 0.107267087292515 -0.0877644299000404 0.107267087292515 -0.0877644299000404 -0.113256338620202 0.00929047259191919 0.219506186920303 -0.165466423407071 0.039883942379798 0.0176066441467677 -0.585498770292929 -0.472484547949495 -0.730358823131313 -0.509093916314141 -0.881730421212121 -0.980536528080808 -0.653706659393939 -0.600480077989899 -0.804492292222222 -0.624675986646465 -0.948228181313131 -0.982310710606061 -0.637690697915152 -0.759086937171717 -0.572295139419192 -0.753292144444444 -0.873226251111111 -0.951956804444444 -0.321506803474747 -0.599162365090909 -0.327561448379798 -0.649265349010101 -0.297207063020202 -0.589217620383838
5 "2" 0.2760171353 -0.01403598529803 -0.108093126937 -0.59631098887 -0.203292169866 0.25690464915 0.9321918128 0.01786947079 0.064309709668 -0.9810156119 -0.2939274038028 0.1464355042967 0.08035118076 -0.010365472392 0.00153648314094 -0.59870910789 -0.135988992566 0.1902153727589 -0.0459631434424 -0.07540887348 0.08191750364 -0.7000306122 0.163113063695 -0.060014797809 -0.088899765185 -0.045182264966 -0.048489505655 -0.62535787114 0.283979434595 0.042401180689 0.042736831886 -0.103340707942 0.042736831886 -0.103340707942 -0.1631502869073 0.002007531156 0.069093441265 -0.049120749693 -0.2852761457 0.124102117487 -0.59123661745 -0.400133472271 -0.6908088662 -0.59894968961 -0.9113523478 -0.9792195424 -0.6226256701 -0.5212556058554 -0.7572586902 -0.60965201972 -0.9229270442 -0.9810287458 -0.6298260906 -0.7082155204 -0.53207264478 -0.722991725 -0.8710858286 -0.9487010958 -0.44701176738 -0.69921487406 -0.254782653727 -0.583223189571 -0.354699349097 -0.64097929524
5 "3" 0.287563596747573 -0.00768723234106796 -0.101326389320388 -0.401106548427184 -0.243526290892233 0.191503565929612 0.958573657475728 -0.0487707299854369 0.0852680449335641 -0.963320520873786 -0.423168800629126 0.242562101961165 0.0894625381805825 0.00507272989126214 0.00306039405543689 -0.508668773129126 -0.152095529613592 0.294653774456311 -0.0487090431123301 -0.0600193055757282 0.0743701769815534 -0.705170234553398 -0.129426648065049 -0.176938831087379 -0.100403908941748 -0.0540194157597087 -0.0411924962184466 -0.699798899902913 -0.0548658445717476 -0.171088628319417 0.0111691274631068 -0.000811062749514563 0.0111691274631068 -0.000811062749514563 -0.0680082730670874 -0.102715979251456 0.114103385225243 -0.0798653781048544 -0.179176985965437 0.0187653240145631 -0.479473271320388 -0.448163853669903 -0.668519193786408 -0.37416853223301 -0.882218783980583 -0.973982211067961 -0.540397808548544 -0.532295986314563 -0.745588603495146 -0.520038744650485 -0.909693104951456 -0.974433424757282 -0.629342531038835 -0.685258465048544 -0.508824399631748 -0.731242286504854 -0.864469335145631 -0.91678969961165 -0.271922455923301 -0.57045099776699 -0.206533518154369 -0.523706480048544 -0.352667378292233 -0.654755144097087
6 "1" 0.257899247759259 -0.0182757938524074 -0.127907591564815 -0.516645398318704 -0.243233066190741 -0.0414801758398148 0.179840566944444 0.343967447777778 0.0841014231092593 -0.921582503425926 0.0932258218703704 0.0932858138981481 0.08490084625 0.00114910626907407 0.000612401839814814 -0.595155547046296 -0.173077646871389 0.054761425967963 -0.0404400320648148 -0.0810949268737963 0.125892693078519 -0.656270543851852 -0.0256150462425926 -0.195548258389815 -0.0895144456956481 -0.0439971459348148 -0.0651203359909259 -0.584099904176852 -0.088036558287037 -0.136618766580556 -0.011153793662037 -0.0445081606111111 -0.011153793662037 -0.0445081606111111 -0.0748513062898148 -0.0234231062183333 0.140144732286111 -0.161932715345333 -0.158706170701759 -0.0798895912244444 -0.557540337990741 -0.441326926871296 -0.696835306351852 -0.502112957059352 -0.889557593425926 -0.980013936018518 -0.626005371925926 -0.552102280193518 -0.76312332 -0.599433897 -0.904811899351852 -0.980593523796296 -0.548040576722222 -0.652715933250926 -0.514142700852778 -0.6920931325 -0.842153567222222 -0.954941070462963 -0.274473192648148 -0.562147706842593 -0.204564178638889 -0.530968573537037 -0.448890322592593 -0.719969199537037
6 "2" 0.280280109732143 -0.0157638639452679 -0.110217013696429 -0.63224802 -0.286458985651786 0.195425355266964 0.946097824642857 -0.0757424011741071 0.0510310216733929 -0.983227092946429 -0.0706152394553571 0.0860350145625 0.0726661472511607 -0.00838750155008929 -0.000697683073660714 -0.543882615316071 -0.172111211279464 0.168757359239107 -0.0312721501640179 -0.0820392341091964 0.0846438677669643 -0.697128721428571 -0.0287416637607143 -0.0980309529375 -0.0907276214071429 -0.0348400713360714 -0.0503212341998214 -0.556362209571429 -0.00717911346696428 -0.170950713484821 0.0190047985607143 -0.03592772695625 0.0190047985607143 -0.03592772695625 -0.02885441850625 0.0114308969332143 0.126982865183036 -0.0827458527628571 -0.229693581248214 0.00902903244678571 -0.574612378830357 -0.384196318272321 -0.713254872410714 -0.658149990982143 -0.934631302410714 -0.958145673303571 -0.553667925946429 -0.503439521457143 -0.744133833303571 -0.5751382122875 -0.926563567857143 -0.957405517232143 -0.583410870807143 -0.637238634821429 -0.562641699980357 -0.735364707678571 -0.907841122589286 -0.892995175446429 -0.403536397834821 -0.690272759821429 -0.282411661517857 -0.646263053410714 -0.470034551214286 -0.737582907723214
6 "3" 0.278837224390476 -0.0187696703612381 -0.109903814466667 -0.35755710847619 -0.207279668186667 0.182032749243429 0.937546981619048 -0.22284317247619 0.00614830077371429 -0.971330815714286 0.140381654355238 0.355123827761905 0.0870637356571429 0.00924821965419048 -0.00687773215428571 -0.452719512750476 -0.184552068828571 0.156685186114286 -0.0592607499361905 -0.0476433271057143 0.0814305762762857 -0.605043609309524 -0.092915846883619 -0.254185982405905 -0.0677966206219048 -0.0583919326847619 -0.0445082000171429 -0.495789358075238 -0.0435871010209524 -0.308528201426667 0.0193774396761905 -0.011755300627619 0.0193774396761905 -0.011755300627619 -0.114628481688571 -0.0887451782333333 0.136763196881905 -0.0886789172790476 -0.157068526352381 -0.0281724528133333 -0.380341981809524 -0.34971583377619 -0.638744507942857 -0.349810395428571 -0.888777190380952 -0.908812182190476 -0.466035725018095 -0.453756131329524 -0.652585889295238 -0.488887249075314 -0.843988953904762 -0.902808431733333 -0.47676256053619 -0.571640835122857 -0.442172241425714 -0.648317975536191 -0.821085571428571 -0.861275936857143 -0.257453051485714 -0.535329802866667 -0.306133431019048 -0.647176518885714 -0.434005071171429 -0.728666315152381
7 "1" 0.249448943368932 -0.0239679496737864 -0.122359495446602 -0.618808052592233 -0.392485925252427 -0.0691172405242718 0.151550810970874 0.0793262554368932 0.25833380223301 -0.923431861796116 -0.0607328808669903 -0.398164685761165 0.0847962677708738 0.0122506214941748 -0.00668350366669903 -0.700812157572816 0.00176004523009709 0.183386472078641 -0.0701423039253398 -0.0686752305750485 0.147649632961165 -0.664884561650485 0.305435658320388 -0.171573879638641 -0.0959026124378641 -0.0419959616582524 -0.0697954220504854 -0.797058074854369 0.154703064215049 -0.185559955206796 -0.0139584423349515 0.0919051162351456 -0.0139584423349515 0.0919051162351456 -0.188660825359223 -0.0043824039038835 0.126402683467961 -0.0470139286305825 -0.0308088358359223 -0.0237321616601942 -0.647808073009709 -0.664613614368932 -0.641148714660194 -0.608656743563107 -0.808614353398058 -0.983129844854369 -0.720072625436893 -0.756917523398058 -0.777527084563107 -0.707968975048544 -0.927758176116505 -0.98651581776699 -0.671552941359223 -0.764636741650485 -0.685191648252427 -0.668374701601942 -0.887863123300971 -0.990071201165049 -0.101395315238835 -0.416887524870874 -0.294758482666116 -0.612951537572816 -0.0480509623268932 -0.388304431708738
7 "2" 0.279744584857143 -0.0168055786979048 -0.116193315028571 -0.62229473047619 -0.267591441413333 0.51957509632 0.949289376095238 -0.0835836459038095 -0.0576192444571333 -0.969442659714286 -0.091622639447619 0.486485749942857 0.0794974486419048 0.0153484184322857 -0.00401573202828571 -0.636829367619048 -0.187724006949524 0.376324028390476 -0.0214493960548571 -0.0608087860485714 0.0466646112028571 -0.70379691647619 0.267772957909124 -0.175405186154286 -0.110013679868819 -0.0424304935004762 -0.0476903116550476 -0.560330953420952 0.296338466657143 -0.302091034741905 0.0458548451939048 -0.0904040943219048 0.0458548451939048 -0.0904040943219048 -0.0892065349152381 0.0265557360952381 0.0881176097228571 0.0434138204610476 -0.0905156193552381 0.247475254619048 -0.630887821142857 -0.46065206072 -0.392620689348857 -0.619564077428571 -0.615923905971429 -0.906445667142857 -0.657234173142857 -0.510041219055905 -0.500553518903619 -0.648154358228571 -0.681333007809524 -0.905552028095238 -0.604217574533333 -0.519834745751429 -0.632190218857143 -0.736923218190476 -0.900627366761905 -0.952940141047619 -0.295266791352381 -0.580327425373333 -0.145460025497143 -0.455479144847619 -0.168323930914286 -0.461237628
